,address,block,coordinates,cuisine_type,dining_category,feature,index,meal,name,phonenumber,price,rating,rating_atmosphere,rating_food,rating_service,rating_value,review_number,special_diets
0,"9 King Albert Park Kap #01-14/33/34/56/57 KAP Residences Mall, Singapore 598332 Singapore",Holland Road,"1.337429,103.77929","International, European, Thai, Fusion","[u'$$ - $$$, International, European, Thai']","Reservations, Seating, Table Service, Takeout, Serves Alcohol",1011,"Lunch, Dinner, Brunch, After-hours, Drinks, Breakfast",EagleWings Loft,tel:+65 8151 7777,,4.0,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,58 reviews,
0,"2 Jurong East Central 1 Jcube #03-10 Jcube, Singapore 609731 Singapore",Jurong East,"1.33322,103.7401","Barbecue, Asian, Korean","[u'$$ - $$$, Barbecue, Asian, Korean']","Reservations, Seating",1012,"Lunch, Dinner",OPPA Korean BBQ Buffet,tel:+65 6339 5841,,4.0,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,79 reviews,
0,"49 Boat Quay, Singapore 049838 Singapore",Central Area/City Area,"1.286971,103.84941",Indian,"[u'$$ - $$$, Indian, Vegetarian Friendly, Vegan Options']",,1013,,Indian House,tel:+65 6781 1014,S$42 - S$69,4.0,,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,64 reviews,"Vegetarian Friendly, Vegan Options"
0,"13 Stamford Road Capitol Piazza B2-55, Capitol Piazza, Singapore 178905 Singapore",City Hall,"1.292941,103.8515",Cafe,"[u'$$ - $$$, Cafe']","Reservations, Seating, Table Service",1014,Lunch,Hoshino Coffee,tel:+65 6384 5131,,4.0,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,105 reviews,
0,"1 Pasir Ris Close, #02-344-348 E!Avenue, Singapore 519599 Singapore",Pasir Ris,"1.377879,103.95483","Asian, Chinese, Singaporean","[u'$$ - $$$, Asian, Chinese, Singaporean']","Reservations, Seating, Wheelchair Accessible, Buffet, Serves Alcohol, Wine and Beer, Accepts Credit Cards",1015,"Lunch, Dinner, Drinks",ManLe Hotpot,tel:+65 6386 5332,,4.0,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,59 reviews,
0,"57 Amoy Street, Singapore 069883 Singapore",Central Business District,"1.279793,103.847015","Asian, Vietnamese, Soups","[u'$, Asian, Vietnamese, Soups']","Takeout, Seating",1016,"Lunch, Dinner",PHO 99 Vietnamese Delights,,,4.0,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,41 reviews,
0,"20 Pahang Street, Singapore 198617 Singapore",Central Area/City Area,"1.302112,103.8613","Asian, Indonesian","[u'$$ - $$$, Asian, Indonesian, Halal']",,1017,"Lunch, Dinner",Sari Ratu Singapore,tel:+65 6294 9983,,4.0,ui_bubble_rating bubble_35,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,71 reviews,Halal
0,"130 Pasir Panjang Road, Singapore 118548 Singapore",Pasir Panjang 2,"1.27616,103.793","Asian, Thai","[u'$$ - $$$, Asian, Thai, Vegetarian Friendly']",,1018,"Lunch, Dinner",E-Sarn Thai Cuisine,tel:+65 6473 3716,,4.0,ui_bubble_rating bubble_30,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,40 reviews,Vegetarian Friendly
0,"2 Teck Lim Road, Singapore 088380 Singapore",Outram,"1.280082,103.84197","Wine Bar, French, European","[u'$$ - $$$, Wine Bar, French, European']","Reservations, Seating, Serves Alcohol, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Table Service",1019,"Lunch, Dinner",Grignoter,tel:+65 6438 3802,,4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,43 reviews,
0,"304 Orchard Road Lucky Plaza #03-043 Lucky Plaza, Singapore 238863 Singapore",Boulevard,"1.304675,103.83372","Asian, Indonesian","[u'$$ - $$$, Asian, Indonesian, Halal']",,1020,"Lunch, Dinner",Ayam Penyet Ria,tel:+65 6235 3597,,4.0,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,91 reviews,Halal
0,"10 Sinaran Drive Square 2 Floor 02 Unit 69 68, Singapore 307506 Singapore",Moulmein,"1.3211,103.84439","Asian, Japanese","[u'$$ - $$$, Asian, Japanese']","Seating, Table Service",1021,"Lunch, Dinner",Tonkotsu Kazan,tel:+65 6397 6636,,4.0,ui_bubble_rating bubble_30,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,71 reviews,
0,"1 Raffles Link One Raffles Link, Singapore 039393 Singapore",Marina Centre,"1.291986,103.85551","Japanese, Fast food, Sushi, Asian","[u'$, Japanese, Fast food, Sushi']","Seating, Takeout",1022,"Lunch, Dinner, Brunch",Sushi Express,tel:+65 6238 9811,,3.5,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,118 reviews,
0,"238 Thomson Road Novena Square Velocity @ Novena Square Singapore, Singapore 307683 Singapore",Moulmein,"1.320111,103.844536","Asian, Singaporean","[u'$, Asian, Singaporean, Halal']",,1023,"Dinner, Brunch, Lunch",Curry Times,tel:+65 6354 3206,,4.0,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,78 reviews,Halal
0,"74 Amoy Street Telok Ayer Conservation Area, Singapore 069893 Singapore",Outram,"1.280256,103.8469","Korean, Seafood, Asian","[u'$$ - $$$, Korean, Seafood, Asian']","Reservations, Seating, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Highchairs Available, Wheelchair Accessible, Serves Alcohol",1024,"Lunch, Dinner",K-Tower,tel:+65 6221 9928,,4.0,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,59 reviews,
0,"3C River Valley Road #01-07 the Cannery, Singapore 179022 Singapore",Central Area/City Area,"1.290833,103.84565","Japanese, Asian, Soups","[u'$$ - $$$, Japanese, Asian, Soups']","Seating, Serves Alcohol, Table Service",1025,"Lunch, Dinner",Ramen Keisuke Lobster King,tel:+65 6255 2828,,4.0,,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,76 reviews,
0,"391 Orchard Road Ngee Ann City Tower A Ngee Ann City Takashimaya L2, Singapore 238873 Singapore",Boulevard,"1.302473,103.8354","International, Cafe","[u'$$ - $$$, International, Cafe']",,1026,"Lunch, Dinner, Brunch",TWG Tea at Takashimaya L2,tel:+65 6363 1837,S$35 - S$100,4.0,,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_30,54 reviews,
0,"382 Havelock Road River View Hotel 382 Havelock Road, Singapore 169629 Singapore",Robertson Quay,"1.28927,103.83651","Chinese, Asian","[u'$$ - $$$, Chinese, Asian']",,1027,"Lunch, Dinner, Breakfast",Imperial Restaurant,tel:+65 6337 0491,S$15 - S$19,3.5,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,92 reviews,
0,"211 Syed Alwi Road, Singapore 207744 Singapore",Lavender,"1.307833,103.85759",Indian,"[u'$$ - $$$, Indian']","Takeout, Reservations, Seating, Wheelchair Accessible, Table Service",1028,"Lunch, Breakfast, Dinner, Brunch",Qtech Cafe,tel:+65 9023 9546,,5.0,,,,,20 reviews,
0,"103 Amoy Street, Singapore 069923 Singapore",Outram,"1.281518,103.84761","Seafood, Mediterranean, Asian","[u'$$ - $$$, Seafood, Mediterranean, Asian']",,1029,"Lunch, Dinner, Drinks",Claypots Full Circle,tel:+65 6203 2203,S$15 - S$60,4.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,20 reviews,
0,"176 Orchard Road The Centrepoint #05-15/16, The Centrepoint, Singapore 238843 Singapore",Somerset,"1.30152,103.83962","Chinese, Asian","[u'$$ - $$$, Chinese, Asian, Vegetarian Friendly']",,1030,"Lunch, Dinner",Beauty In The Pot,tel:+65 6235 3557,,4.5,,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,25 reviews,Vegetarian Friendly
0,"1 Vista Exchange Green The Star #02-16 The Star Vista, Singapore 138617 Singapore",One North,"1.306763,103.78842","Japanese, Asian","[u'$$ - $$$, Japanese, Asian']","Reservations, Seating, Serves Alcohol, Table Service",1031,"Lunch, Dinner",Watami,tel:+65 6694 3643,,3.5,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,88 reviews,
0,"21 Campbell Lane, Singapore 209894 Singapore",Central Area/City Area,"1.305498,103.852356","American, Indian, Barbecue","[u'$$ - $$$, American, Indian, Barbecue']",,1032,Dinner,Meatsmith Little India,tel:+65 9625 9056,S$6 - S$60,4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_50,ui_bubble_rating bubble_45,34 reviews,
0,"3 River Valley Road Clarke Quay #01-09A, Clarke Quay, Singapore 179019 Singapore",Central Area/City Area,"1.290388,103.84563","Bar, International, American, Asian","[u'$$ - $$$, Bar, International, American']",,1033,"Dinner, Brunch",Prive Clarke Quay,tel:+65 6776 0777,S$10 - S$28,4.0,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,97 reviews,
0,"3 Pickering Street, #01-44/45 Nankin Row, Singapore 048660 Singapore",Marine Parade,"1.309164,103.902695","Japanese, Asian, Soups","[u'Japanese, Asian, Soups']","Seating, Serves Alcohol, Table Service, Reservations",1034,"Lunch, Dinner",Jimoto Ya,tel:+65 6223 3397,,4.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,31 reviews,
0,"66 Race Course Road, Singapore 218570 Singapore",Little India,"1.308692,103.85115","Indian, Asian","[u'$$ - $$$, Indian, Asian, Vegetarian Friendly']",,1035,"Lunch, Dinner, Brunch, After-hours",Sakunthala's Food Palace,tel:+65 6293 6649,,4.0,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,141 reviews,"Vegetarian Friendly, Halal, Vegan Options"
0,"321 Clementi Avenue 3 321 Clementi, Singapore 129905 Singapore",Clementi,"1.312123,103.76508","Asian, Singaporean, Indian","[u'$, Asian, Singaporean, Indian']",,1037,,Prata Alley,tel:+65 6924 2037,S$6 - S$28,4.5,,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,25 reviews,Halal
0,"10 Coleman Street Grand Park City Hall, Singapore 179809 Singapore",City Hall,"1.292622,103.850044","Japanese, International, Mediterranean, Asian","[u'$$ - $$$, Japanese, International, Mediterranean']","Reservations, Seating, Highchairs Available, Serves Alcohol, Buffet, Wheelchair Accessible, Table Service",1038,"Lunch, Dinner, Breakfast",Indulge At Park,tel:+65 6432 5888,,4.0,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,58 reviews,
0,"277 Orchard Road Orchard Gateway #B2-11 Orchard Gateway, Singapore 238858 Singapore",Somerset,"1.30096,103.83896","Italian, Pizza","[u'$, Italian, Pizza, Vegetarian Friendly']",,1039,"Lunch, Dinner",Saizeriya Orchard Gateway,tel:+65 6702 4451,,4.0,ui_bubble_rating bubble_30,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,58 reviews,Vegetarian Friendly
0,"85 Beach Road #01-02 85 Beach Garden Hotel, Singapore 189694 Singapore",Central Area/City Area,"1.29732,103.85662","French, Singaporean","[u'$$ - $$$, French, Singaporean']","Reservations, Seating, Street Parking, Serves Alcohol, Wine and Beer, Table Service, Outdoor Seating, Highchairs Available",1040,"Lunch, Dinner, Brunch, Drinks",The Masses Singapore,tel:+65 6266 0061,,4.0,,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,53 reviews,
0,"3 Temasek Boulevard Suntec City Mall Suntec City Mall, 01-514 515, Beside Tower 2 Office Lobby, Singapore 038983 Singapore",Central Area/City Area,"1.29605,103.85865","Steakhouse, European, Bar, Italian","[u'$$ - $$$, Steakhouse, European, Bar']","Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service",1041,"Lunch, Dinner, Drinks",District 10 Bar & Grill,tel:+65 6822 2886,,4.0,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,76 reviews,
0,"1 Old Parliament Lane #01-04 the Arts House At the Old Parliament, Singapore 179429 Singapore",City Hall,"1.28776,103.8507","Bar, Pub, Pizza","[u'$$ - $$$, Bar, Pub, Pizza']","Reservations, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Table Service, Live Music",1042,"Dinner, After-hours, Drinks",Timbre X @ The Arts House,tel:+65 6336 3386,,3.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,135 reviews,
0,"17 Jalan Pinang, Singapore 199149 Singapore",Central Area/City Area,"1.303056,103.85812","Cafe, Fusion","[u'$$ - $$$, Cafe, Fusion']",,1043,Breakfast,Earlybird,tel:+65 9788 6856,S$10 - S$25,5.0,,,,,15 reviews,
0,"68 Tanjong Pagar Road, Singapore 088489 Singapore",Outram,"1.278699,103.84394","Asian, Korean","[u'$$ - $$$, Asian, Korean']",,1044,"Lunch, Dinner, Drinks",Kko Kko Na Ra,tel:+65 6224 8186,S$11 - S$39,4.0,ui_bubble_rating bubble_35,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,55 reviews,
0,"3 Temasek Boulevard Suntec City Mall #B1-122 Suntec City Mall, Singapore 038983 Singapore",Marina Centre,"1.294883,103.85908","Chinese, Asian, Soups, Singaporean","[u'$$ - $$$, Chinese, Asian, Soups']","Takeout, Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service",1045,"Lunch, Dinner, Brunch",Soup Restaurant Suntec City,tel:+65 6333 9886,,4.0,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,64 reviews,
0,"35 Robinson Road So Sofitel Singapore, Singapore 068876 Singapore",Cecil,"1.27999,103.8498","Bar, International, Fusion","[u'$$ - $$$, Bar, International, Fusion']","Reservations, Outdoor Seating, Seating, Serves Alcohol, Wheelchair Accessible, Table Service",1046,"Breakfast, Lunch, After-hours, Drinks",1927,tel:+65 6701 6800,,4.0,ui_bubble_rating bubble_30,ui_bubble_rating bubble_35,ui_bubble_rating bubble_30,ui_bubble_rating bubble_30,92 reviews,
0,"1 Cantonment Road The Pinnacle @ Duxton Unit 01-01, Singapore 080001 Singapore",Outram,"1.277087,103.84218",Bar,"[u'$$ - $$$, Bar']","Takeout, Seating, Serves Alcohol, Wheelchair Accessible",1047,"Lunch, Dinner",Essen,,,4.0,,ui_bubble_rating bubble_45,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,56 reviews,
0,"390A Havelock Road, #01-09/10 Waterfront Plaza, Singapore 169663 Singapore",Robertson Quay,"1.289706,103.83533",,"[u'$$ - $$$, Bar, Pub, Vegetarian Friendly']",,1048,,Quaich Bar at Grand Copthorne Waterfront,tel:+65 6732 3452,,4.5,,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_35,31 reviews,
0,"500 Clemenceau Avenue North Newton Food Centre / Newton Hawker Centre, Singapore 229495 Singapore",Central Area/City Area,"1.312031,103.83952","Seafood, Barbecue, Asian, Singaporean","[u'$$ - $$$, Seafood, Barbecue, Asian']",,1049,,31 Heng Heng BBQ,tel:+65 8224 9929,S$6 - S$42,4.5,,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,26 reviews,Halal
0,"88 East Coast Road Katong Square #01-15/16 Katong Square, Singapore 423371 Singapore",Marine Parade,"1.305268,103.9045",Bar,"[u'$$ - $$$, Bar']","Reservations, Seating, Serves Alcohol, Full Bar, Table Service",1050,"Dinner, Lunch",Starker Bistro,tel:+65 6344 0025,,4.0,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,95 reviews,
0,"23 Serangoon Central Nex #02-09/10, Nex, Singapore 556083 Singapore",Serangoon,"1.35115,103.87268","Chinese, Asian","[u'$$ - $$$, Chinese, Asian']","Takeout, Reservations, Seating, Accepts Mastercard, Accepts Visa, Wheelchair Accessible, Accepts Credit Cards, Table Service",1051,"Lunch, Dinner",Dian Xiao Er,tel:+65 6634 4828,,4.0,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,35 reviews,
0,"88 Syed Alwi Road, Singapore 207667 Singapore",Central Area/City Area,"1.309438,103.855675","Indian, Asian","[u'$$ - $$$, Indian, Asian, Vegetarian Friendly']",,1052,"Lunch, Dinner, Brunch",Sakunthala's Restaurant,tel:+65 6293 6649,,4.0,,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,44 reviews,"Vegetarian Friendly, Vegan Options, Halal"
0,"238 Thomson Road Novena Square #02-76/77 Velocity, Singapore 307683 Singapore",Moulmein,"1.319428,103.84357","Japanese, Sushi, Asian","[u'$$ - $$$, Japanese, Sushi, Asian']","Seating, Serves Alcohol, Table Service, Takeout, Reservations",1053,"Lunch, Dinner",Tomi Sushi,tel:+65 6255 2355,,4.0,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,66 reviews,
0,"127-129 Kitchener Road, Singapore Singapore",Lavender,"1.309781,103.85754","Chinese, Asian","[u'$$ - $$$, Chinese, Asian']","Takeout, Reservations, Seating, Wheelchair Accessible, Highchairs Available, Serves Alcohol, Table Service",1054,"Lunch, Dinner",Pu Tien Restaurant (Heng Hwa),,,4.0,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,55 reviews,
0,"7 Rodyk Street Watermark Robertson Quay #01-33, Robertson Quay, Singapore 238215 Singapore",Central Area/City Area,"1.289644,103.83775","Italian, Pizza, European","[u'$$ - $$$, Italian, Pizza, European']",,1055,"Brunch, Lunch, Dinner",Pizza Art,tel:+65 6238 8380,,4.5,,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,51 reviews,Vegetarian Friendly
0,"Blk 7 Tanjong Pagar Plaza #01-104B, Singapore 081007 Singapore",Outram,"1.276992,103.8435","Japanese, Asian","[u'$, Japanese, Asian']",Seating,1056,"Lunch, Dinner",Hakata Ikkousha,tel:+65 6538 1880,,4.0,,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,39 reviews,
0,"158 Upper East Coast Road, Singapore 455254 Singapore",Bedok,"1.313722,103.93162","Indian, Asian","[u'$$ - $$$, Indian, Asian, Vegetarian Friendly']",,1057,,Chat Masala,tel:+65 6876 0570,S$21 - S$28,4.0,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,53 reviews,"Vegetarian Friendly, Vegan Options"
0,"809 French Road Kitchener Complex No. 01-32/33 Kitchener Complex, Singapore 200809 Singapore",Lavender,"1.307644,103.86263","Cafe, Asian","[u'$, Cafe, Asian']",Seating,1058,"Breakfast, Brunch",Toast Box,tel:+65 6291 2016,,4.0,,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,41 reviews,
0,"122 Casuarina Road Sembawang Hills Estate, Singapore 579510 Singapore",Ang Mo Kio,"1.376776,103.82812","Chinese, Seafood, Asian, Singaporean","[u'$$ - $$$, Chinese, Seafood, Asian']",,1059,"Lunch, Dinner",Ban Leong Wah Hoe Seafood,tel:+65 6452 2824,S$11 - S$46,4.0,,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,61 reviews,
0,"22 Scotts Road Goodwood Park Hotel Goodwood Park Hotel, Singapore 228221 Singapore",Central Area/City Area,"1.307769,103.83426","Seafood, Asian, Thai, Chinese","[u'$$$$, Seafood, Asian, Thai']","Takeout, Reservations, Seating, Serves Alcohol, Table Service",1060,"Lunch, Dinner",Thai Village Restaurant,tel:65-737-7411,,4.0,ui_bubble_rating bubble_35,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,73 reviews,
0,"180 Albert Street Village Hotel Albert Court #01-19, Singapore 189971 Singapore",Central Area/City Area,"1.30421,103.85092","Bar, Pub, Czech, European","[u'$$ - $$$, Bar, Pub, Czech']","Seating, Serves Alcohol, Wheelchair Accessible",1061,Dinner,Hospoda Microbrewery,tel:+65 9666 5791,,4.5,,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,31 reviews,
0,"180 Kitchener Road City Square Mall #02-23/24, Singapore 208539 Singapore",Lavender,"1.311408,103.85694","Asian, Singaporean","[u'$$ - $$$, Asian, Singaporean']","Takeout, Reservations",1062,"Lunch, Dinner",Old School Delights,tel:+65 6458 4518,,4.5,,,,,18 reviews,
0,"86 Robertson Quay Robertson Blue #01-01 Robertson Blue, Singapore 238245 Singapore",Central Area/City Area,"1.289815,103.83712","Japanese, Asian","[u'$$ - $$$, Japanese, Asian']","Reservations, Seating, Serves Alcohol, Table Service",1063,"Lunch, Dinner",Marusaya,tel:+65 6732 0383,,4.0,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,64 reviews,
0,"331 North Bridge Road Odeon Towers 01-04 Odeon Towers, Singapore 188720 Singapore",Central Area/City Area,"1.297554,103.85191","Japanese, Sushi, Asian","[u'$$ - $$$, Japanese, Sushi, Asian']",,1064,"Lunch, Dinner",Standing Sushi Bar,tel:+65 6333 1335,S$17 - S$29,4.0,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,107 reviews,
0,"1094 Serangoon Road, Singapore 328192 Singapore",Kallang,"1.323997,103.865",,"[u'$$ - $$$, Fusion, Cafe']",,1065,,Platform 1094,tel:+65 6204 6003,,4.0,,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,54 reviews,
0,"12 Clementi Street Block 106, #01-62, Singapore 120106 Singapore",Pasir Panjang 1,"1.321878,103.77005",,[u'$$ - $$$'],"Reservations, Seating, Table Service",1066,"Lunch, Dinner",Summer Hill,tel:+65 6251 5337,,4.0,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,28 reviews,
0,"100 High Street #01-03 the Treasury, Singapore 179434 Singapore",City Hall,"1.290565,103.84993",,"[u'$$ - $$$, Fusion, Italian, French']",,1067,,The Betterfield,tel:+65 9233 5142,,4.0,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,81 reviews,
0,"5 Changi Business Park Central 1 Changi City Point #01-68/69, Singapore 486038 Singapore",Changi,"1.333955,103.963104",,"[u'$$ - $$$, Bar, Cafe, Barbecue']",,1068,,Table Manners,tel:+65 6604 7669,,3.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,143 reviews,
0,"3D Clarke Quay #01-09 River Valley Road, Singapore 179023 Singapore",Central Area/City Area,"1.29023,103.84476","Middle Eastern, Persian","[u'$$ - $$$, Middle Eastern, Persian, Vegetarian Friendly']",,1069,"Dinner, Lunch, After-hours",Shiraz Mazzeh at Clarke Quay,tel:+65 6337 7667,,4.0,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,123 reviews,"Vegetarian Friendly, Halal"
0,"8 Raffles Avenue Esplanade Mall Esplanade Mall, #02-12, Singapore 039802 Singapore",Marina Centre,"1.289403,103.85595","Indian, Seafood","[u'$$ - $$$, Indian, Seafood']",,1070,"Lunch, Dinner",Gajalee,tel:+65 6733 3278,S$28 - S$111,4.0,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,56 reviews,
0,"1 Raffles Link One Raffles Link #01-02/#01-02b, Singapore 039393 Singapore",City Hall,"1.293609,103.85154",,"[u'$$ - $$$, Bar, International, Pub']",,1071,,TAP Craft Beer Bar,tel:+65 6219 0676,,4.0,,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,83 reviews,
0,"47 Chander Road, Singapore 219546 Singapore",Little India,"1.308414,103.851715","Indian, Asian","[u'$$ - $$$, Indian, Asian, Vegetarian Friendly']",,1072,"Lunch, Dinner, Brunch, Drinks",Swaadhisht,tel:+65 6392 0513,,4.0,,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,56 reviews,Vegetarian Friendly
0,"238 Thomson Road, #03-09/10 #03-09/10 Velocity Novena Square, Singapore 307683 Singapore",Moulmein,"1.319517,103.844086","Asian, Chinese","[u'$$ - $$$, Asian, Chinese, Vegan Options']",,1073,"Lunch, Dinner",LingZhi Vegetarian,tel:+65 6538 2992,,4.0,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,65 reviews,Vegan Options
0,"238 Thomson Road #02-11 Novena Square, Singapore 307683 Singapore",Moulmein,"1.319786,103.84321","Chinese, Asian","[u'$$ - $$$, Chinese, Asian, Vegetarian Friendly']",,1074,"Lunch, Dinner",Lao Beijing,tel:+65 6358 4466,,3.5,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,106 reviews,Vegetarian Friendly
0,"201 Victoria Street Bugis+ #04-10 Bugis+, Singapore 188067 Singapore",Central Area/City Area,"1.299364,103.85423","Japanese, Asian","[u'$$ - $$$, Japanese, Asian']","Takeout, Seating, Wheelchair Accessible, Reservations",1075,"Lunch, Dinner",Ramen Champion,tel:+65 6339 1440,,4.0,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,76 reviews,
0,"201 Telok Kurau Road #01-06, Singapore 423910 Singapore",Joo Chiat,"1.312226,103.91113","Italian, European, Pizza","[u'$$ - $$$, Italian, European, Pizza']","Takeout, Reservations, Seating, Serves Alcohol, Table Service",1076,"Lunch, Dinner",Bruno's Bistrot,tel:+65 6346 3970,,4.5,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,32 reviews,
